timestamp	sai2::realsense::left_hand	sai2::realsense::right_hand	sai2::realsense::center_hips
2024-08-06 15:16:57.227115	[0.24182069 0.71207114 0.61803767]	[0.31028594 0.8146377  0.55846695]	[0.36084974 0.86393869 0.52727788]
2024-08-06 15:16:57.378841	[0.24396432 0.71833484 0.61696344]	[0.3027225  0.80469019 0.56414489]	[0.36066977 0.87104225 1.6583742 ]
2024-08-06 15:16:57.581404	[0.24623359 0.71661717 0.61808404]	[0.31782024 0.82006398 0.54798121]	[0.36400124 0.88047779 2.91621516]
2024-08-06 15:16:57.783831	[0.24533153 0.71660677 0.61782491]	[0.32782335 0.82200984 0.54622021]	[0.36701429 0.8821212  3.18137112]
2024-08-06 15:16:58.036736	[0.24819672 0.72002072 0.61768085]	[0.31807041 0.81243325 0.55144788]	[0.3642738  0.8869638  3.47614792]
2024-08-06 15:16:58.238676	[0.24653881 0.7176428  0.61759915]	[0.32205712 0.82643535 0.54473219]	[0.36498916 0.89616474 4.9150788 ]
2024-08-06 15:16:58.390694	[0.2445651  0.71768897 0.61693298]	[0.326605   0.83521233 0.54060691]	[0.36757331 0.8925908  4.61773092]
2024-08-06 15:16:58.542745	[0.24248643 0.71796664 0.61599096]	[0.33497947 0.83713521 0.53913623]	[0.36642914 0.89774947 4.29780502]
2024-08-06 15:16:58.745317	[0.24288922 0.71770193 0.61606921]	[0.33527303 0.84068557 0.53756904]	[0.36562087 0.91179108 5.85876244]
2024-08-06 15:16:58.948019	[0.23994335 0.71892393 0.6149264 ]	[0.34706755 0.85127009 0.53142504]	[0.36886582 0.91949737 7.58603082]
2024-08-06 15:16:59.100019	[0.24110396 0.72181984 0.61468134]	[0.34704499 0.84795199 0.53206171]	[0.36582616 0.92217619 7.64162836]
2024-08-06 15:16:59.403432	[0.24044943 0.71975876 0.61509126]	[0.34988646 0.84220969 0.53374795]	[0.361603   0.91880896 7.66973556]
2024-08-06 15:16:59.656648	[0.24264216 0.72306557 0.61502159]	[0.34429454 0.83999614 0.5351593 ]	[0.36013858 0.91534712 7.68434783]
2024-08-06 15:16:59.910025	[0.24295919 0.72672069 0.6141388 ]	[0.34429804 0.84122265 0.53462371]	[0.35910998 0.91464849 7.70806723]
2024-08-06 15:17:00.112683	[0.24478271 0.72500677 0.61510516]	[0.33163422 0.83205968 0.54278333]	[0.35800915 0.9242391  7.74305797]
2024-08-06 15:17:00.364918	[0.24545647 0.72363939 0.61546224]	[0.33153615 0.82646949 0.5450912 ]	[0.35976798 0.92154779 7.73759627]
2024-08-06 15:17:00.567677	[0.24577032 0.72486308 0.61520954]	[0.32712397 0.83192259 0.54424824]	[0.36236606 0.92521434 7.73894926]
2024-08-06 15:17:00.770485	[0.24198781 0.72435483 0.61439558]	[0.33214118 0.83948841 0.54198943]	[0.36185    0.92053472 7.7509315 ]
2024-08-06 15:17:01.022650	[0.24406216 0.72680448 0.61436001]	[0.32638848 0.83720639 0.54403051]	[0.36185    0.92053472 7.7509315 ]
2024-08-06 15:17:01.274915	[0.2409099  0.72071912 0.61453956]	[0.34922606 0.85781725 0.53394228]	[0.36256635 0.91846201 7.79037301]
2024-08-06 15:17:01.526759	[0.24090417 0.71834338 0.61498971]	[0.35393248 0.87002176 1.71226328]	[0.36562879 0.9256656  7.83747843]
2024-08-06 15:17:01.778789	[0.24174919 0.71415691 0.61618702]	[0.35329646 0.87181644 1.84389201]	[0.3674088  0.93063344 7.89397839]
2024-08-06 15:17:01.980913	[0.24377337 0.71506828 0.61653397]	[0.3532456  0.87206804 1.99034915]	[0.36938035 0.93166904 7.97765488]
2024-08-06 15:17:02.182418	[0.24077145 0.70571372 0.61797666]	[0.35525416 0.88656686 3.33619719]	[0.37006058 0.93080822 7.99287785]
2024-08-06 15:17:02.434757	[0.24193403 0.70365604 0.61913978]	[0.35748761 0.88503473 3.64227631]	[0.37234053 0.92530319 8.00680767]
2024-08-06 15:17:02.636814	[0.24454265 0.7093108  0.61877227]	[0.35215663 0.8723075  1.99170998]	[0.36966874 0.90829613 6.84031699]
2024-08-06 15:17:02.839001	[0.24554776 0.71560851 0.61754306]	[0.35384803 0.87516774 2.15564682]	[0.37137444 0.90945432 6.70448333]
2024-08-06 15:17:03.041038	[0.24714061 0.71926847 0.61720515]	[0.35526251 0.8730566  2.336957  ]	[0.3734721  0.90557889 6.45570372]
2024-08-06 15:17:03.192465	[0.25017423 0.73426526 0.61457178]	[0.35872239 0.86294297 0.52979924]	[0.3726267  0.89172751 5.1052588 ]
2024-08-06 15:17:03.445410	[0.25167824 0.74771709 0.61162255]	[0.34348588 0.84382658 0.54433157]	[0.37091271 0.90168    4.76885733]
2024-08-06 15:17:03.597072	[0.25201065 0.75383912 0.60996727]	[0.33963102 0.84015288 0.54751752]	[0.36912271 0.91787176 6.40186044]
2024-08-06 15:17:03.748906	[0.25433026 0.76129469 0.60880792]	[0.32269399 0.81737304 0.55686574]	[0.36491493 0.91732117 6.21922119]
2024-08-06 15:17:03.951377	[0.24031014 0.80049846 2.00225462]	[0.3120418  0.8027008  0.56647921]	[0.278161   0.89032269 4.85409558]
2024-08-06 15:17:04.204244	[0.22010538 0.83087859 2.64943163]	[0.29177721 0.78524367 0.58102583]	[0.18750122 0.87018432 5.33889109]
2024-08-06 15:17:04.305692	[0.20524677 0.85992563 3.54255494]	[0.33056531 0.66445441 6.66764314]	[0.16547764 0.86506068 4.58669483]
2024-08-06 15:17:04.508166	[0.26990821 0.67295426 6.04299391]	[ 0.35499615  0.46272908 17.71247343]	[0.14824985 0.86641415 4.29438023]
2024-08-06 15:17:04.660046	[ 0.32569213  0.53493385 16.70644257]	[ 0.42597855  0.22893833 36.37404182]	[0.08339645 0.84655887 3.16917596]
2024-08-06 15:17:04.811631	[ 0.42092914  0.28793842 17.56442161]	[ 0.42802721  0.22380192 29.29728506]	[0.17937337 0.89619177 4.23603321]
2024-08-06 15:17:05.014149	[ 0.40639374  0.10386613 20.00905421]	[ 0.33654531  0.2700284  24.69808269]	[0.23939201 0.95063509 4.90391224]
2024-08-06 15:17:05.165621	[ 0.31530777  0.18381175 16.88350098]	[ 0.27871985  0.30018171 20.94047713]	[0.08331871 0.88689915 3.76581464]
2024-08-06 15:17:05.317550	[ 0.29332297  0.19598546 20.59427916]	[ 0.25755493  0.3422717  13.54832727]	[-0.13141338  0.81403623  0.58973684]
2024-08-06 15:17:05.469403	[0.19476823 0.36777254 8.00846064]	[0.23445497 0.36591659 3.60627616]	[-0.11702485  0.81708404  0.57881057]
2024-08-06 15:17:05.621327	[ 0.15319961  0.44694449 13.70914253]	[0.21331564 0.38163922 6.81578338]	[-0.11702485  0.81708404  0.57881057]
2024-08-06 15:17:05.874059	[ 0.26502189  0.45345264 24.58341949]	[ 0.34663863  0.31363014 10.53369009]	[-0.10383996  0.81202626  0.56948619]
2024-08-06 15:17:06.076472	[ 0.40302984  0.40518267 32.36434832]	[ 0.4306088   0.25090265 19.33361916]	[-0.07952386  0.82502759  0.55033333]
2024-08-06 15:17:06.228213	[ 0.32937391  0.60128062 28.83549906]	[ 0.44518288  0.21205786 21.32817085]	[-0.07952386  0.82502759  0.55033333]
2024-08-06 15:17:06.380039	[ 0.42143514  0.47265308 37.7191046 ]	[ 0.45345536  0.21822382 27.21700464]	[-0.07952386  0.82502759  0.55033333]
2024-08-06 15:17:06.531688	[ 0.35628441  0.60553883 36.47300552]	[ 0.44610243  0.28480392 24.63225286]	[-0.06498924  0.75779498  0.59544444]
2024-08-06 15:17:06.734173	[0.25868498 0.77965903 0.594     ]	[ 0.45013454  0.31555276 32.58355763]	[-0.06131446  0.76931371  0.5927076 ]
2024-08-06 15:17:06.835561	[0.22802299 0.8360313  2.99083896]	[ 0.44092661  0.39500305 23.67641486]	[-0.06344115  0.75350401  0.59242968]
2024-08-06 15:17:07.088547	[0.17032476 0.927959   6.59473684]	[ 0.42452702  0.45114129 36.52977358]	[-0.06358733  0.74522053  0.59243281]
2024-08-06 15:17:07.696207	[0.17410581 0.94036208 6.61610884]	[ 0.41313191  0.44906484 40.41502745]	[-0.06302571  0.68793195  0.59520817]
2024-08-06 15:17:07.847742	[0.16948948 0.95219328 6.59818508]	[ 0.41066142  0.43353703 50.86370418]	[-0.06086986  0.67383189  0.59624799]
2024-08-06 15:17:08.100657	[0.17660671 0.89266574 3.91833149]	[ 0.41523805  0.41599985 49.22473346]	[-0.06106307  0.67225819  0.59731147]
2024-08-06 15:17:08.303245	[0.28080737 0.67075756 9.89494525]	[ 0.42741879  0.34919518 41.67652528]	[-0.05959822  0.66772272  0.59902756]
2024-08-06 15:17:08.658096	[ 0.39907069  0.37230702 26.83413782]	[ 0.42149219  0.36942037 50.6304843 ]	[-0.06292622  0.68823775  0.59615205]
2024-08-06 15:17:08.810185	[ 0.42874892  0.30906834 22.39471311]	[ 0.44362664  0.27440163 54.6829959 ]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:08.962240	[ 0.54365532  0.09885009 31.97126546]	[ 0.45295747  0.21840318 45.64326535]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:09.114041	[ 0.54634083  0.08524251 36.67384211]	[ 0.45609166  0.2089708  53.26613519]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:09.265390	[ 0.47435757  0.26840624 27.41491812]	[ 0.46072275  0.19652305 52.09638412]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:09.417104	[ 0.39870626  0.48233431 19.60707463]	[ 0.46137118  0.19135986 54.51489548]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:09.568826	[ 0.30679341  0.77968078 38.85087085]	[ 0.46174582  0.19330172 53.29043943]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:09.973713	[ 0.32577741  0.73159091 44.05198108]	[ 0.46112833  0.18913995 65.535     ]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:10.176197	[ 0.38612333  0.64543635 63.03854632]	[ 0.46103247  0.1869697  65.50584071]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:10.378707	[ 0.44187475  0.50078634 63.3601072 ]	[ 0.46048547  0.18407542 56.25536815]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:10.580954	[ 0.44527288  0.46586895 51.80296801]	[ 0.46135311  0.17415166 55.22429794]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:10.732948	[ 0.42487003  0.50445906 43.61706381]	[ 0.46253382  0.16717711 49.45501245]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:10.884700	[ 0.45002107  0.43599546 41.18173756]	[ 0.46263835  0.16612609 47.66834717]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:11.036557	[ 0.43456317  0.43284989 36.16602295]	[ 0.46171178  0.16591093 43.42073687]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:11.239092	[ 0.42410677  0.47520202 23.0432612 ]	[ 0.46294927  0.16523874 56.61185002]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:11.441651	[ 0.44287211  0.42828549 25.58584352]	[ 0.46281798  0.16480919 53.30085478]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:11.644077	[ 0.44878855  0.39602906 28.32178836]	[ 0.46242565  0.16671419 59.76192728]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:11.846686	[ 0.44036264  0.43605897 14.18695346]	[ 0.46193063  0.16793956 59.11919303]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:11.999472	[0.44547419 0.38705132 1.98178997]	[ 0.46026579  0.16850944 62.32139301]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:12.252605	[0.43092777 0.3653474  1.2067518 ]	[ 0.45680866  0.1697233  61.98467509]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:12.455176	[0.48085902 0.22357973 1.11227557]	[ 0.45597091  0.17135044 57.8178907 ]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:12.607102	[0.54763568 0.06371099 1.17967503]	[ 0.45670878  0.17304015 51.97280264]	[-0.06759812  0.73275828  0.59644444]
2024-08-06 15:17:12.860844	[0.48300994 0.13058813 0.55085534]	[ 0.43048873  0.24207201 40.05646988]	[-0.0707059   0.30378777 65.535     ]
2024-08-06 15:17:13.063771	[0.442246   0.25821338 4.02776736]	[ 0.42817114  0.25100199 28.94124021]	[-0.0707059   0.30378777 65.535     ]
2024-08-06 15:17:13.317252	[0.43462201 0.29863958 4.88104441]	[ 0.4256991   0.26234558 15.29775815]	[-0.0707059   0.30378777 65.535     ]
2024-08-06 15:17:13.520014	[0.42271647 0.33944008 5.36018848]	[ 0.42088084  0.26818181 14.86888337]	[-0.0707059   0.30378777 65.535     ]
2024-08-06 15:17:13.773837	[0.41122512 0.37143143 5.89350942]	[ 0.41635486  0.26965864 12.79563501]	[-0.0707059   0.30378777 65.535     ]
2024-08-06 15:17:14.026651	[0.50060711 0.24614169 7.98250893]	[ 0.45915818  0.15411977 16.84125855]	[-0.0707059   0.30378777 65.535     ]
2024-08-06 15:17:14.228476	[0.55476796 0.07896895 3.37205228]	[ 0.45989041  0.15063916 19.64643352]	[-0.0707059   0.30378777 65.535     ]
2024-08-06 15:17:14.481620	[0.55220464 0.0642678  3.33075441]	[ 0.45946285  0.14814724 23.51817194]	[ 0.38379075  0.91267389 30.03455556]
2024-08-06 15:17:14.734924	[0.54844071 0.06154251 3.83148542]	[ 0.46086544  0.147571   24.87933152]	[ 0.38379075  0.91267389 30.03455556]
2024-08-06 15:17:14.987656	[ 0.51655608  0.21748159 21.37669043]	[ 0.46105697  0.15172909 21.21459693]	[ 0.38206714  0.92651789 44.36593677]
2024-08-06 15:17:15.189645	[ 0.37825436  0.39475628 21.00611603]	[ 0.43646332  0.23455671 19.03014422]	[ 0.2502182   0.7892251  32.31871231]
2024-08-06 15:17:15.392117	[ 0.2954467   0.46101345 16.70984107]	[ 0.39969537  0.33614871 13.32494061]	[ 0.18119267  0.70879031 38.63582071]
2024-08-06 15:17:15.543966	[ 0.27023279  0.49104983 14.15178878]	[ 0.37214238  0.43253427 18.66483353]	[ 0.05139587  0.55510987 37.94656644]
2024-08-06 15:17:15.745817	[ 0.16195784  0.67900912 15.68108305]	[ 0.34901827  0.48645938 24.69988003]	[3.15290862e-02 5.77350037e-01 3.19885282e+01]
2024-08-06 15:17:15.998316	[0.08279695 0.68264952 0.70067807]	[ 0.28706564  0.46284132 22.74584989]	[-0.07578338  0.45869025 18.81952754]
2024-08-06 15:17:16.250572	[0.13683279 0.52959313 3.75531593]	[ 0.28157636  0.30378851 25.26372511]	[3.25288027e-03 5.12571143e-01 2.03737051e+01]
2024-08-06 15:17:16.503052	[0.23861573 0.33980714 4.47952657]	[ 0.29668697  0.10112629 27.95641757]	[0.09427269 0.60392164 5.6309579 ]
2024-08-06 15:17:16.755981	[0.2808998  0.14097688 4.93796395]	[ 0.29878116 -0.12085072 15.41415653]	[0.16914921 0.68626683 1.21366182]
2024-08-06 15:17:17.008385	[ 0.32817699 -0.14321976  5.5509894 ]	[ 0.24144359 -0.31051118  1.51401338]	[ 0.20164163  0.67856378 10.60535234]
2024-08-06 15:17:17.210265	[ 0.40692027 -0.35954223  9.88297844]	[ 0.23858559 -0.38250728  1.1611241 ]	[ 0.23137883  0.73091439 11.67917388]
2024-08-06 15:17:17.866101	[ 0.39942196 -0.37649974 14.95138497]	[ 0.19699378 -0.4895863   1.04516836]	[ 0.14584117  0.66830821 13.21776568]
2024-08-06 15:17:18.422243	[ 0.28582575 -0.27093189 18.26842612]	[ 0.14267143 -0.57530069  1.20466364]	[ 0.0358945   0.53389963 14.58400658]
2024-08-06 15:17:18.574016	[ 0.20872539 -0.13961371 22.1395773 ]	[ 0.07554481 -0.63952767  1.16709077]	[-0.04127688  0.44828632 15.26172911]
2024-08-06 15:17:18.776382	[1.63010711e-01 6.57849732e-03 2.49193734e+01]	[ 0.0681475  -0.5761251   1.09060713]	[-0.04359355  0.35007298  1.02574794]
2024-08-06 15:17:19.029284	[ 0.04339515  0.17847999 30.74374173]	[ 0.0625805  -0.5880498   1.06843141]	[-0.04668465  0.23660136 10.66560342]
2024-08-06 15:17:19.231582	[-0.02766062  0.22048364 21.21100449]	[ 0.06432088 -0.55076877  1.07603092]	[-0.06113235  0.1685733  12.82436528]
2024-08-06 15:17:19.383726	[-2.62815538e-03  6.98260314e-02  1.95105419e+01]	[ 0.0695384  -0.53309505  1.07370327]	[-0.05224398  0.11909128 14.19094932]
2024-08-06 15:17:19.536161	[ 0.03424667 -0.02606266 21.54619237]	[ 0.11817966 -0.4802573   3.56527129]	[ 0.02752515  0.23251072 16.10023296]
2024-08-06 15:17:19.658475	[ 0.09721232 -0.2053299  28.49520295]	[ 0.18139867 -0.56750495  7.30901751]	[ 0.05233692  0.24985154 21.11339343]
2024-08-06 15:17:19.860976	[ 0.19853923 -0.52143787  9.83157895]	[ 0.24689398 -0.51828449 16.92798351]	[0.09425014 0.30472435 5.00162362]
2024-08-06 15:17:20.063572	[ 0.18921117 -0.14883085 26.72460879]	[ 0.30498643 -0.50206238 18.96143409]	[0.17442069 0.41222256 1.66631579]
2024-08-06 15:17:20.215467	[ 0.48481462  0.46326649 65.535     ]	[ 0.3765025  -0.45613861 21.29735205]	[0.40161282 0.96457535 2.95      ]
2024-08-06 15:17:20.519173	[ 0.50584287  0.22092359 55.42400752]	[ 0.36160727 -0.42673085 22.64158919]	[0.40161282 0.96457535 2.95      ]
2024-08-06 15:17:20.872855	[ 0.5346882  -0.11150837 41.55433333]	[ 0.34467707 -0.37051407 13.18307025]	[0.40161282 0.96457535 2.95      ]
2024-08-06 15:17:21.327201	[ 0.47152168 -0.22609889 30.07662208]	[ 0.28193319 -0.33952954 10.63207394]	[0.12203075 0.75071764 0.62      ]
2024-08-06 15:17:21.529666	[ 0.4601885  -0.47707862  6.98288304]	[ 0.29297443 -0.34439673 11.69903884]	[0.12203075 0.75071764 0.62      ]
2024-08-06 15:17:21.782372	[ 0.45492653 -0.44064307 15.90636818]	[ 0.25139906 -0.37497603  9.86595128]	[0.12203075 0.75071764 0.62      ]
2024-08-06 15:17:21.984063	[ 0.45636158 -0.41276526 16.22659226]	[ 0.20775236 -0.36629617 10.12040153]	[0.12203075 0.75071764 0.62      ]
2024-08-06 15:17:22.237558	[ 0.36777879 -0.27332711 14.76547107]	[ 0.11548848 -0.24032011 10.03072745]	[ 0.10348258  0.37104089 11.0234696 ]
2024-08-06 15:17:22.440246	[ 0.27984125 -0.1931899  14.12075267]	[ 0.1509257  -0.34264177 10.57015927]	[ 0.09630792 -0.10420388 20.91389474]
2024-08-06 15:17:22.642968	[ 0.19107905 -0.07406773 18.43724484]	[ 0.05759753 -0.31030367  2.83012694]	[ 0.17901991  0.21866607 24.22576015]
2024-08-06 15:17:22.896786	[ 0.08796115  0.04118821 10.89285978]	[ 0.02766374 -0.22598556  3.45807749]	[ 0.22371724  0.35956628 19.22976679]
2024-08-06 15:17:23.150207	[-0.13059741  0.24605365  7.0775731 ]	[-0.03931459 -0.22658585  2.25636842]	[ 0.24328353  0.45126951 22.36074264]
2024-08-06 15:17:23.352788	[-0.16844465  0.01105889  7.045     ]	[ 0.10972387 -0.73737922  1.15233333]	[ 0.30588631  0.69927186 17.65726224]
2024-08-06 15:17:24.464694	[-0.01733257 -0.70364355  1.15022222]	[ 0.35036899 -0.65921749 34.97884211]	[ 0.32009396  0.74665136 28.27855295]
2024-08-06 15:17:24.667061	[ 0.21750355 -0.37312588 31.60659064]	[ 0.36905058 -0.58556508 44.08556089]	[ 0.32348818  0.69569928 18.44592151]
2024-08-06 15:17:25.223869	[ 0.25985181 -0.36737842 24.08166231]	[ 0.3520621  -0.48660378 34.09306071]	[ 0.17208057  0.35259429 30.77793592]
2024-08-06 15:17:25.628610	[ 0.28628855 -0.11201273 28.64294466]	[ 0.37349165 -0.45567151 37.76357295]	[ 0.18021834  0.35082959 19.1968821 ]
2024-08-06 15:17:25.831025	[ 0.21723555 -0.20409719 21.04032185]	[ 0.3460028  -0.46258906 24.45545022]	[ 0.0702478   0.11660254 23.02278229]
2024-08-06 15:17:25.982777	[ 0.15117609 -0.15663494 17.30346619]	[ 0.26988653 -0.45701377 23.15261737]	[6.24280767e-02 3.37267256e-03 1.84461753e+01]
2024-08-06 15:17:26.185025	[ 0.18831083 -0.17488871 24.76656705]	[ 0.23070492 -0.4029852  24.21892982]	[ 0.07489081  0.08589463 15.57623601]
2024-08-06 15:17:26.387043	[ 0.16827558 -0.14141302 37.15178559]	[ 0.19206262 -0.36350119 23.07523149]	[0.0911137  0.08866758 0.96992122]
2024-08-06 15:17:26.588984	[ 0.20912993 -0.21281748 41.03847535]	[ 0.18760739 -0.27901637 25.73902151]	[0.10049564 0.14331605 0.93512187]
2024-08-06 15:17:26.740546	[ 0.17896655 -0.13627142 34.94884833]	[ 0.16365785 -0.11989911 28.26329298]	[0.10463927 0.1181129  0.95794506]
2024-08-06 15:17:26.943043	[ 0.27585079 -0.20517765 38.08868291]	[1.65700322e-01 1.48490165e-02 3.07929251e+01]	[0.12953921 0.350888   0.75551955]
2024-08-06 15:17:27.145265	[ 0.2507621  -0.17985703 35.1077109 ]	[ 0.10210094  0.15939925 16.53664294]	[0.12806504 0.35110366 0.77473631]
2024-08-06 15:17:27.398040	[ 0.20509698 -0.152754   25.77092401]	[0.07302146 0.25900758 7.47444639]	[0.11991033 0.33179939 0.8015395 ]
2024-08-06 15:17:27.549863	[ 0.31962546 -0.11626322 32.02972041]	[ 0.11681362  0.40583487 13.71896655]	[0.19236478 0.69185797 0.78256267]
2024-08-06 15:17:27.751971	[ 0.36717396 -0.27124914 22.38864429]	[ 0.13618148  0.2735293  17.35036336]	[0.19918231 0.74675706 0.90282921]
2024-08-06 15:17:27.954301	[ 0.41918843 -0.27387763 26.15691562]	[ 0.2321481   0.13014112 19.19481803]	[0.23591778 0.79765362 1.15072928]
2024-08-06 15:17:28.156642	[ 0.49150179 -0.33378202  8.62174993]	[ 0.33742193 -0.0628354  22.07130319]	[0.35628795 0.99724472 1.95533333]
2024-08-06 15:17:28.359082	[ 0.50154734 -0.33409747  8.5784783 ]	[ 0.37155165 -0.17127772 14.51765351]	[0.35628795 0.99724472 1.95533333]
2024-08-06 15:17:28.510819	[ 0.5491674  -0.33866301  5.8795278 ]	[ 0.40957552 -0.33510538  8.99424085]	[0.35628795 0.99724472 1.95533333]
2024-08-06 15:17:28.713080	[ 0.55113097 -0.34288592  6.63997624]	[ 0.43296071 -0.35439776 16.4977391 ]	[0.46594272 0.97607744 2.94      ]
2024-08-06 15:17:28.915647	[ 0.55218017 -0.34199832  6.9251377 ]	[ 0.4300596  -0.3777238  21.10811233]	[0.46594272 0.97607744 2.94      ]
2024-08-06 15:17:29.118267	[ 0.54978272 -0.3282012   8.55103113]	[ 0.43652488 -0.40149183 32.39630069]	[0.46594272 0.97607744 2.94      ]
2024-08-06 15:17:29.421751	[ 0.40784102 -0.11029775  6.94938742]	[ 0.36157819 -0.47524817 34.57050578]	[0.26300641 0.97434927 3.60280393]
2024-08-06 15:17:29.776249	[0.25186207 0.08232343 6.43028739]	[ 0.17345244 -0.60179971 19.45420363]	[-0.02734864  0.9593336   3.56274908]
2024-08-06 15:17:29.928284	[0.0756799  0.29577287 6.95502927]	[ 0.06220602 -0.67137876 16.85806757]	[-0.02790571  0.95162205  3.44748502]
2024-08-06 15:17:30.130988	[-0.13530266  0.54338345  4.48348395]	[-0.07410004 -0.73580862  1.13462614]	[-0.03079706  0.9469312   3.37867471]
2024-08-06 15:17:30.283034	[-0.14552134  0.47133424  5.9057876 ]	[-0.0878272  -0.71883887  1.14697297]	[-0.03505934  0.93204845  3.01498933]
2024-08-06 15:17:30.485240	[-0.14506501  0.47125286  5.88718318]	[-0.09016989 -0.70745457  1.15385251]	[-0.03678823  0.91755932  3.0236319 ]
2024-08-06 15:17:30.687765	[-0.1425786   0.45982207  5.58371062]	[-0.08994916 -0.71394446  1.15353779]	[-0.0325982   0.91477347  3.15021064]
2024-08-06 15:17:30.889777	[-0.13553451  0.47071392  4.5629473 ]	[-0.0564209  -0.54566035 11.44083619]	[-0.03001324  0.89226685  2.7608854 ]
2024-08-06 15:17:31.091231	[-0.11746108  0.48390107  3.54882836]	[-0.01574441 -0.3303313  12.48194539]	[-0.02002146  0.84830885  2.34858231]
2024-08-06 15:17:31.292945	[-0.07192401  0.55704458  2.75898375]	[ 8.89591506e-04 -2.37904828e-01  1.37908698e+01]	[-0.0112518   0.81009748  1.8909232 ]
2024-08-06 15:17:31.494793	[-0.00222963  0.58243481  1.59862484]	[ 4.72352304e-02 -1.46968052e-02  2.43564825e+01]	[0.01044997 0.74730127 1.36860812]
2024-08-06 15:17:31.747452	[ 0.03456979  0.52816013 11.01550201]	[ 0.06455183  0.05309723 26.92348463]	[0.01597206 0.68375156 0.58683319]
2024-08-06 15:17:31.899246	[ 0.09550722  0.55158565 12.21607088]	[ 0.04600206 -0.04260593 14.50336399]	[0.02640786 0.61113171 0.63471031]
2024-08-06 15:17:32.101780	[ 0.12176697  0.44140961 22.02170884]	[ 1.66752330e-02 -1.50532196e-01  1.74674892e+01]	[0.03042292 0.55975558 0.65535652]
2024-08-06 15:17:32.253053	[ 0.13045718  0.3876397  24.40263686]	[ 1.75843020e-02 -1.66137659e-01  1.96188040e+01]	[0.03231104 0.50405664 0.66233845]
2024-08-06 15:17:32.455003	[ 0.10068504  0.40144334 27.07621604]	[-0.04347346 -0.46606215  2.3526376 ]	[0.01236735 0.49745733 0.68678823]
2024-08-06 15:17:32.657599	[ 0.14200768  0.56102841 12.41798549]	[-0.03805471 -0.33793377  2.59637976]	[0.01928032 0.46266731 0.68602042]
2024-08-06 15:17:32.860184	[ 0.13442343  0.57688503 13.64663878]	[-0.04417001 -0.32636627  2.55770689]	[0.01648393 0.47436188 0.6628764 ]
2024-08-06 15:17:33.062198	[0.16718769 0.80641969 0.6770254 ]	[-0.07051682 -0.56714794  1.39166247]	[0.01518596 0.49207808 0.6382643 ]
2024-08-06 15:17:33.263936	[0.16726708 0.82704143 2.92255212]	[-0.07142548 -0.56481746  1.42008412]	[0.01084194 0.48964941 1.52608191]
2024-08-06 15:17:33.516258	[0.15132344 0.8058706  3.11642859]	[-0.06681003 -0.32351819  1.3824453 ]	[0.00907631 0.43830023 2.49523722]
2024-08-06 15:17:33.768708	[0.14503294 0.85774124 7.29016702]	[-0.07193607 -0.35343989  1.35555129]	[4.67182470e-04 4.10581740e-01 3.29093719e+00]
2024-08-06 15:17:34.020602	[0.12663093 0.8425366  8.03615987]	[-0.06575326 -0.33289309  4.50777823]	[-0.01158823  0.38919774  4.24794842]
2024-08-06 15:17:34.272216	[0.11431014 0.84864936 9.2523213 ]	[-0.05445913 -0.17422981  4.78194377]	[-0.01798782  0.36782536  5.27650829]
2024-08-06 15:17:34.423145	[0.09314601 0.80012937 7.54111799]	[-0.04690175 -0.11627734  5.18561196]	[-0.01843311  0.38382279  4.2662732 ]
2024-08-06 15:17:34.624551	[0.13501131 0.86786228 8.4643401 ]	[-0.043872   -0.41634132  5.7567004 ]	[-0.01415112  0.39211787  3.19980884]
2024-08-06 15:17:34.876381	[0.12937387 0.83017986 1.26607215]	[-0.04059296 -0.26434315  6.74193734]	[-0.01132611  0.39645825  2.51039106]
2024-08-06 15:17:35.128688	[0.15110424 0.88635815 1.85769788]	[-0.04192971 -0.39416551  1.50672248]	[-0.00588865  0.43663335  1.5988724 ]
2024-08-06 15:17:35.381038	[0.16795344 0.88783122 1.88670796]	[-0.05908829 -0.58638574  1.71242133]	[0.00183921 0.47321297 0.63355464]
