timestamp	sai2::realsense::left_hand	sai2::realsense::right_hand	sai2::realsense::center_hips
2024-08-06 15:17:35.532319	[0.16012047 0.85344147 1.6884075 ]	[-0.05830299 -0.5487721   1.78953274]	[0.00285184 0.47167313 0.63595764]
2024-08-06 15:17:35.785046	[0.14279964 0.82406101 1.81755402]	[-0.06387071 -0.51458787  1.87550263]	[0.00249248 0.52312734 0.62671838]
2024-08-06 15:17:35.987311	[0.11200789 0.76931081 1.95983417]	[-0.05528628 -0.72102091  1.13807001]	[2.51058995e-04 5.77076298e-01 6.41128240e-01]
2024-08-06 15:17:36.139150	[0.0964304  0.73327999 1.47000562]	[-0.05736642 -0.72229879  1.13464085]	[0.00356734 0.60974505 0.64966131]
2024-08-06 15:17:36.341527	[0.07139597 0.63545061 0.64661303]	[-0.06226621 -0.7396327   1.12665428]	[-0.00182501  0.65272099  0.66173001]
2024-08-06 15:17:36.594700	[0.07486851 0.67097869 1.02125294]	[-0.06199963 -0.78794224  1.0991864 ]	[-0.00123239  0.68213501  0.66731415]
2024-08-06 15:17:36.847507	[0.04932171 0.6513809  1.06482179]	[-0.06714751 -0.78125052  1.10482064]	[-0.00327221  0.68608772  0.6674187 ]
2024-08-06 15:17:37.100516	[0.052908   0.68271529 1.1168017 ]	[-0.07200774 -0.77055095  1.11573124]	[9.90613682e-04 7.26825845e-01 1.01908283e+00]
2024-08-06 15:17:37.303031	[0.00507111 0.62687223 1.15115668]	[-0.08060796 -0.76085998  1.12328743]	[-0.00270444  0.76827165  1.44809866]
2024-08-06 15:17:37.505568	[-0.04397887  0.64848158  1.23334414]	[-0.08590429 -0.75621758  1.12615753]	[-0.00533663  0.81718273  1.92534624]
2024-08-06 15:17:37.708283	[-0.11714188  0.5682767   0.66758516]	[-0.09583054 -0.76284817  1.1204066 ]	[-0.01112984  0.89904901  2.20016327]
2024-08-06 15:17:37.860247	[-0.1281836   0.59605013  0.6679769 ]	[-0.09852585 -0.76290648  1.1203372 ]	[-0.01408513  0.94917094  2.76313643]
2024-08-06 15:17:38.062571	[-0.13259957  0.58879939  0.67138741]	[-0.09760504 -0.75697546  1.12660622]	[-0.02331278  0.94289443  2.73802007]
2024-08-06 15:17:38.315390	[-0.13362055  0.60437878  0.64907399]	[-0.09370447 -0.76665861  1.11706589]	[-0.02427524  0.93860441  2.63237569]
2024-08-06 15:17:38.517797	[-0.13638736  0.6725046   1.02784726]	[-0.08778665 -0.77277405  1.11164284]	[-0.0256352   0.93434757  2.45540795]
2024-08-06 15:17:38.720238	[-0.04534097  0.52319888 11.45856326]	[-9.70107827e-03 -7.25630895e-01  1.14245075e+01]	[-0.02162294  0.95853513  3.06      ]
2024-08-06 15:17:38.923086	[-0.0187936   0.48584655 14.94687522]	[ 0.04332926 -0.72505559 12.56728328]	[-0.02586089  0.94820267  3.06      ]
2024-08-06 15:17:39.125876	[ 0.09294089  0.38711166 25.12417213]	[ 0.12323538 -0.64872193 14.20375837]	[-0.02586089  0.94820267  3.06      ]
2024-08-06 15:17:39.277935	[ 0.1958759   0.25971855 35.52232141]	[ 0.21839039 -0.44526489 19.59520169]	[-0.02586089  0.94820267  3.06      ]
2024-08-06 15:17:39.581808	[ 0.33045159  0.12759067 41.50061733]	[ 0.32222328 -0.18958189 31.97632622]	[-0.03172041  0.94887885  2.98610526]
2024-08-06 15:17:39.733659	[ 0.2560001   0.46424896 25.10720442]	[ 3.10591710e-01 -8.34612406e-04  2.13557389e+01]	[-0.03254619  0.90516214  2.24435424]
2024-08-06 15:17:39.936260	[ 0.32397315  0.24017479 18.56920749]	[ 0.34988207  0.1635042  23.52336724]	[ 0.07154564  0.90704456 14.27813754]
2024-08-06 15:17:40.138995	[0.35445382 0.13171547 6.15763253]	[ 0.35613409  0.21554868 25.31712417]	[ 0.13175642  0.9059147  22.49030024]
2024-08-06 15:17:40.341557	[0.38779748 0.03289669 5.00190839]	[ 0.34989914  0.07402799 21.6243323 ]	[ 0.2228093   0.9085517  34.67824437]
2024-08-06 15:17:40.544556	[ 0.5157     -0.36887897  5.06851575]	[ 0.3430805  -0.12761567 11.23105949]	[ 0.32553504  0.90010117 48.22148982]
2024-08-06 15:17:40.747468	[ 0.51655381 -0.36419211  4.78107706]	[ 0.34283029 -0.35894492 16.86868964]	[ 0.43465914  0.93409371 63.94231063]
2024-08-06 15:17:41.001732	[ 0.5212315  -0.3646213   9.19016058]	[ 0.344807   -0.33300316 18.67162748]	[ 0.42695676  0.94057215 65.535     ]
2024-08-06 15:17:41.204845	[ 0.52425665 -0.35969799  9.68595762]	[ 0.35543931 -0.17713631 31.08808735]	[ 0.41859298  0.95720998 65.535     ]
2024-08-06 15:17:41.407942	[ 0.5291072  -0.35555077 21.11826946]	[3.68059497e-01 4.60803801e-03 4.42736682e+01]	[ 0.4152073   0.93642639 65.535     ]
2024-08-06 15:17:41.661039	[ 0.5331931  -0.36064756 26.97193379]	[ 0.38346172  0.19859492 51.24982992]	[ 0.39694772  0.94717759 65.535     ]
2024-08-06 15:17:41.863670	[ 0.53554663 -0.37023045 32.4628476 ]	[ 0.40304066  0.40606905 49.63599296]	[ 0.39694772  0.94717759 65.535     ]
2024-08-06 15:17:42.066412	[ 0.53486432 -0.3684077  39.75764243]	[ 0.42399744  0.58377061 62.21279937]	[ 0.39694772  0.94717759 65.535     ]
2024-08-06 15:17:42.320319	[ 0.53453895 -0.36391341 47.86297001]	[ 0.42973966  0.58907892 58.3776983 ]	[ 0.39694772  0.94717759 65.535     ]
2024-08-06 15:17:42.573629	[ 0.53277484 -0.37078643 43.73411147]	[ 0.42627325  0.58035838 57.58244255]	[ 0.39694772  0.94717759 65.535     ]
2024-08-06 15:17:42.826876	[ 0.53309222 -0.36822146 52.26524737]	[ 0.42185758  0.54509256 52.08612122]	[ 0.41611097  0.95812368 65.056     ]
2024-08-06 15:17:42.979041	[ 0.5342347  -0.36481537 62.67432019]	[ 0.41382213  0.52727824 50.63684163]	[ 0.38090987  0.94924458 43.55878947]
2024-08-06 15:17:43.231457	[ 0.5351876  -0.36355103 62.34284853]	[ 0.40369832  0.51196298 54.55762189]	[ 0.37106458  0.92393636 31.14552768]
2024-08-06 15:17:43.484079	[ 0.44786595 -0.17827863 51.5920244 ]	[ 0.38634444  0.49731096 49.18883444]	[ 0.28664124  0.85178185 24.66899593]
2024-08-06 15:17:43.686880	[3.44090560e-01 2.82916134e-02 4.33095772e+01]	[ 0.38433397  0.49992938 47.37259382]	[ 0.23416476  0.83094861 20.81872445]
2024-08-06 15:17:43.940473	[ 0.22852524  0.26412477 30.45275986]	[ 0.38329966  0.54698014 52.52229557]	[0.14175817 0.77795004 5.56057605]
2024-08-06 15:17:44.143266	[ 0.19465936  0.35216917 26.56777888]	[ 0.3835339   0.54704443 41.44435057]	[ 0.12612586  0.75902165 11.34034908]
2024-08-06 15:17:44.345519	[ 0.06240925  0.64363266 11.86105782]	[ 0.37612318  0.55732651 38.76761174]	[ 0.04169557  0.73082646 12.15247908]
2024-08-06 15:17:44.597962	[ 0.06064623  0.65299741 13.47821463]	[ 0.38063433  0.55176034 49.28608273]	[ 0.04773702  0.7611111  13.42207238]
2024-08-06 15:17:44.749294	[ 0.16503092  0.43954401 18.72670038]	[ 0.37859712  0.39365646 40.33293697]	[ 0.12519513  0.78914488 25.22248111]
2024-08-06 15:17:45.001002	[ 0.18395261  0.35964296 20.74551965]	[ 0.37091842  0.36731852 38.62317088]	[ 0.14176709  0.76295412 27.98868496]
2024-08-06 15:17:45.252494	[0.05320961 0.59955024 5.83573312]	[ 0.3564477   0.37117652 51.91839904]	[ 0.0476544   0.68749447 13.42299238]
2024-08-06 15:17:45.453958	[0.062676   0.53627425 6.39600672]	[ 0.34822539  0.3529643  50.23817801]	[ 0.05755042  0.65240242 14.82487562]
2024-08-06 15:17:45.655627	[0.08110395 0.4681802  6.40316984]	[ 0.33967345  0.33740661 50.29665959]	[ 0.07003629  0.64247313 16.41843039]
2024-08-06 15:17:45.907647	[0.03208783 0.55391486 1.20033579]	[ 0.33981703  0.52553342 60.70822117]	[-0.03046538  0.56914629  0.58515534]
2024-08-06 15:17:46.059081	[0.13989026 0.38218703 4.98986078]	[ 0.34870259  0.37603282 52.59995028]	[ 0.05952371  0.66883531 12.74300519]
2024-08-06 15:17:46.260944	[0.16471278 0.33709797 5.47255069]	[ 0.31761972  0.38520173 40.8329843 ]	[ 0.07262574  0.68630553 14.38865711]
2024-08-06 15:17:46.462809	[0.28463049 0.135878   6.06097829]	[ 0.34149691  0.29640825 38.37158125]	[ 0.11048411  0.7265765  20.45661008]
2024-08-06 15:17:46.664425	[ 0.42116491 -0.11041416 10.40904643]	[ 0.35115088  0.11552109 41.86929814]	[ 0.25241013  0.83057244 29.68782541]
2024-08-06 15:17:46.815447	[ 0.41018543 -0.08301578 11.06369528]	[ 3.42862733e-01 -1.27461773e-02  3.55004798e+01]	[ 0.28488243  0.84699854 32.59387428]
2024-08-06 15:17:47.017003	[ 0.39709959 -0.05184028  6.25699419]	[3.38144399e-01 1.90543926e-02 4.17057549e+01]	[ 0.26491783  0.81662846 24.38951402]
2024-08-06 15:17:47.269952	[ 0.43510505 -0.1677915   6.86246931]	[ 0.3704118  -0.06396341 46.38604015]	[ 0.3114902  0.8524908 27.8950179]
2024-08-06 15:17:47.472263	[3.27660033e-01 6.07681631e-03 7.50707778e+00]	[ 3.22468258e-01 -2.03892296e-02  3.40285236e+01]	[ 0.25460347  0.79945403 23.52592832]
2024-08-06 15:17:47.674855	[0.20451272 0.19599935 1.9131791 ]	[ 0.28400507  0.15765106 20.90628067]	[ 0.17258587  0.71346595 20.81738396]
2024-08-06 15:17:47.927967	[0.16717777 0.25157863 3.31516378]	[ 0.27241554  0.22267855 20.95091375]	[ 0.14179402  0.69762072 21.62709003]
2024-08-06 15:17:48.130066	[ 0.12510841  0.31811245 10.04722501]	[ 0.2632444   0.38581121 21.55308894]	[ 0.11194679  0.69130356 19.04626277]
2024-08-06 15:17:48.332528	[ 0.24394586  0.12238343 21.52537554]	[ 0.29757973  0.32938715 34.01078705]	[ 0.15764315  0.71123236 25.03656877]
2024-08-06 15:17:48.535030	[ 0.27804115  0.04464097 23.88733548]	[ 0.2984996   0.27492796 37.41439031]	[ 0.19013383  0.70705699 30.38981096]
2024-08-06 15:17:48.788198	[ 3.26892073e-01 -1.70081464e-02  2.64808650e+01]	[ 0.29606067  0.2607032  41.51378445]	[ 0.21999777  0.7246513  34.52183504]
2024-08-06 15:17:48.990702	[ 0.20909456  0.18481957 25.41605497]	[ 0.24206409  0.46886746 30.68283263]	[ 0.11179025  0.59458804 16.77111239]
2024-08-06 15:17:49.142310	[ 0.08369523  0.39129364 16.42144658]	[ 0.14470995  0.49695874 25.73932651]	[-0.01946682  0.40115072 16.02738296]
2024-08-06 15:17:49.344731	[ 0.03636815  0.47297825 10.96438509]	[ 0.1134251   0.40009546 21.31758501]	[ 0.04564572  0.49442758 23.95928878]
2024-08-06 15:17:49.547124	[ 0.04352185  0.46854557 12.08669877]	[ 0.16231861  0.38631851 33.91254387]	[ 0.05072196  0.53014474 23.69070953]
2024-08-06 15:17:49.699037	[ 0.04899058  0.45218795 13.37458092]	[ 0.20271271  0.36441058 44.57280727]	[ 0.057958    0.56492696 26.2495097 ]
2024-08-06 15:17:49.850424	[ 0.06252511  0.42342255 14.80714377]	[ 0.23064256  0.32431557 50.84657017]	[ 0.06531509  0.58527718 29.10629799]
2024-08-06 15:17:50.103184	[ 0.0741378   0.39798135 16.41707778]	[ 0.24818551  0.30657251 41.65619565]	[ 0.07476306  0.62418024 16.46957999]
2024-08-06 15:17:50.356285	[-0.07504259  0.62722366  0.54338105]	[ 0.19107468  0.41437873 28.58672074]	[-0.02694825  0.51699312  0.62300775]
2024-08-06 15:17:50.609514	[-0.07711951  0.63507488  0.54403712]	[ 0.09249533  0.33772036 14.29414883]	[-0.02622534  0.51519882  0.62412083]
2024-08-06 15:17:50.761516	[-0.08066244  0.63012146  0.54927756]	[-0.01307371  0.21167378  5.10859071]	[-0.02608729  0.50925059  0.62362656]
2024-08-06 15:17:51.014718	[-0.07906549  0.63567392  0.5494702 ]	[-0.10632053  0.13100782  4.3159779 ]	[-0.02662591  0.50517474  0.62131661]
2024-08-06 15:17:51.217097	[-0.08374486  0.64246599  0.53727183]	[-0.04877989  0.23231897  2.97643589]	[-0.02747692  0.52052172  0.62666264]
2024-08-06 15:17:51.419507	[-0.08057344  0.64642032  0.53742684]	[-0.11148769  0.14419456  3.2512915 ]	[-0.02648437  0.48846052  0.62061379]
2024-08-06 15:17:51.672633	[-0.07737176  0.64113436  0.54036228]	[-0.11762283  0.13591535  3.55511692]	[-0.02856539  0.49991614  0.63027215]
2024-08-06 15:17:51.925955	[-0.0773513   0.64646994  0.56341999]	[-0.01359106  0.26921088 10.22907463]	[-0.03044039  0.54040906  0.6375688 ]
2024-08-06 15:17:52.179182	[-0.07761176  0.63982252  0.57285389]	[ 0.09468959  0.40446875 14.47205428]	[-0.03115565  0.5493153   0.61845464]
2024-08-06 15:17:52.331156	[-0.07867069  0.65991174  0.5367202 ]	[ 0.14868159  0.40440129 17.18177941]	[-0.03201713  0.54259751  0.61466663]
2024-08-06 15:17:52.584383	[-0.07843758  0.66456183  0.53848779]	[ 0.22347001  0.44556346 20.28002516]	[-0.03221698  0.56534267  0.60837844]
2024-08-06 15:17:52.837539	[-0.0816649   0.66438274  0.54269994]	[ 0.24340399  0.4423156  23.52009368]	[-0.03000534  0.55058414  0.59636581]
2024-08-06 15:17:53.090266	[-0.08338196  0.64144922  0.51496902]	[ 0.14762976  0.32564471 13.39703008]	[-0.02691675  0.49251558  0.58773236]
2024-08-06 15:17:53.343113	[-0.08399195  0.65876694  0.5080902 ]	[0.10807047 0.30204584 6.49427477]	[-0.02718415  0.48120043  0.59374017]
2024-08-06 15:17:53.596363	[-0.08261239  0.65821988  0.50780994]	[ 0.07282081  0.26990799 15.59027338]	[-0.02778503  0.49664868  0.59944356]
2024-08-06 15:17:53.849427	[ 0.01309815  0.49303516 10.81889358]	[ 0.09066904  0.25339196 20.89307211]	[0.02870768 0.56157354 5.93593032]
2024-08-06 15:17:54.102436	[ 0.02848711  0.47809785 11.96324833]	[ 0.15676971  0.33884254 22.42744426]	[0.03670703 0.5789803  6.52686163]
2024-08-06 15:17:54.254024	[ 0.04238099  0.45030946 13.23931661]	[ 0.17472431  0.38402144 24.48784452]	[0.04433727 0.57780156 7.18518278]
2024-08-06 15:17:54.556822	[ 0.15270216  0.25361365 25.07271678]	[ 0.2135115   0.35682485 27.12590257]	[ 0.11321135  0.62923539 17.8621693 ]
2024-08-06 15:17:54.708659	[ 0.27502128  0.03936423 38.1529379 ]	[ 0.20952352  0.33614161 22.85822507]	[ 0.19746834  0.70607563 24.91896081]
2024-08-06 15:17:54.911037	[ 0.24725192  0.08353931 34.12127076]	[ 0.19654855  0.40014263 26.0252713 ]	[ 0.18904794  0.71474983 23.73119385]
2024-08-06 15:17:55.113443	[ 0.37827217 -0.1434786  38.51186196]	[ 0.27715619  0.45229681 27.09610942]	[ 0.26777216  0.81033644 36.70533579]
2024-08-06 15:17:55.366469	[ 0.52670509 -0.37878643 49.10117934]	[ 0.43398598  0.59453323 38.09377599]	[ 0.35954051  0.93829753 46.04660086]
2024-08-06 15:17:55.619341	[ 0.52750339 -0.3709053  47.02371376]	[ 0.43552891  0.60466873 52.67922603]	[ 0.35812252  0.93144603 44.69547545]
2024-08-06 15:17:55.821988	[ 0.52813944 -0.3715565  44.77941015]	[ 0.42971636  0.59175817 50.18932317]	[ 0.3513224   0.91645225 48.55043181]
2024-08-06 15:17:56.074679	[ 0.52707539 -0.36188708 34.25764701]	[ 0.42154199  0.50810216 48.48424796]	[ 0.35155893  0.92218176 57.07188245]
2024-08-06 15:17:56.226206	[ 0.42909386 -0.20903019 36.9001335 ]	[ 0.31948673  0.40740075 61.10021028]	[ 0.28005244  0.8232687  42.93383568]
2024-08-06 15:17:56.478892	[ 3.29368000e-01 -2.07536341e-02  3.01574325e+01]	[ 0.27775207  0.41256699 51.8265048 ]	[ 0.19106039  0.70876198 37.38942797]
2024-08-06 15:17:56.681471	[ 0.20976735  0.18304678 16.23382469]	[ 0.15498507  0.29005676 40.21600522]	[ 0.09162784  0.60581641 19.48855016]
2024-08-06 15:17:56.884015	[0.0802628  0.41677705 0.84881833]	[2.58901639e-02 1.52769440e-01 3.07208658e+01]	[ 0.07285658  0.59931169 16.46942541]
2024-08-06 15:17:57.136852	[-0.06355808  0.65637693  0.51847884]	[-0.07777198  0.19871167 16.45372881]	[-0.02258032  0.49591531  0.61300942]
2024-08-06 15:17:57.339386	[-0.0586546   0.67281749  0.51529758]	[0.01362229 0.33653683 5.90820146]	[-0.02197428  0.51309436  0.60934705]
2024-08-06 15:17:57.491252	[-0.07269316  0.6639885   0.50436813]	[-1.69294510e-03  2.70208442e-01  1.24577344e+01]	[-0.02100626  0.51723078  0.60916335]
2024-08-06 15:17:57.744025	[-0.07091875  0.66133055  0.52804662]	[ 0.08275387  0.41485819 13.31487889]	[-0.01600453  0.49325532  9.315683  ]
2024-08-06 15:17:57.996950	[-0.0738806   0.64055237  0.55641298]	[ 0.16700073  0.57025034 11.45568788]	[-1.05221780e-02  4.46333341e-01  1.28548732e+01]
2024-08-06 15:17:58.249802	[-0.07001866  0.65000024  0.57952512]	[ 0.14805945  0.52005616 15.74683588]	[-1.22406466e-02  4.70888363e-01  1.42244229e+01]
2024-08-06 15:17:58.452248	[-0.07365497  0.62538262  0.61247343]	[ 0.11866926  0.47279028 17.38045474]	[-1.33449719e-02  4.91899190e-01  1.57459489e+01]
2024-08-06 15:17:58.704241	[-0.06822884  0.61444847  0.64566819]	[0.01777526 0.35459331 7.0810082 ]	[-1.28740875e-02  4.97158106e-01  1.74337126e+01]
2024-08-06 15:17:58.906247	[-0.06523135  0.63740238  0.63694642]	[ 0.04091813  0.31583022 18.07730435]	[-0.01588121  0.56592793  4.56239933]
2024-08-06 15:17:59.159089	[-0.06189154  0.68161991  0.61032752]	[ 0.07855142  0.29635701 30.44575649]	[-0.02192227  0.66254377  0.63223526]
2024-08-06 15:17:59.412255	[-0.06394222  0.68299887  0.60264324]	[ 0.20733772  0.43757178 34.30543966]	[-0.02529418  0.66922718  0.62742912]
2024-08-06 15:17:59.564021	[-0.04449803  0.7632627   3.64428589]	[ 0.24474392  0.41919748 48.47888708]	[-0.0286073   0.70129085  0.62428977]
2024-08-06 15:17:59.816950	[-0.03954913  0.81891417  4.91762237]	[ 0.39146104  0.57316572 55.20983346]	[-0.03142327  0.74667785  0.62287489]
2024-08-06 15:17:59.968724	[-0.02176044  0.89187993  7.28839337]	[ 0.29409751  0.46670189 44.44125604]	[-0.03315434  0.76178701  0.62075756]
2024-08-06 15:18:00.120630	[-0.01823081  0.88109708  8.67120126]	[ 0.28332574  0.44639805 37.47184318]	[-0.03457379  0.76508295  0.62097267]
2024-08-06 15:18:00.323026	[-0.031081    0.83936644  7.01824124]	[ 0.27162751  0.42747987 42.18143769]	[-0.03240424  0.76281108  0.62367861]
2024-08-06 15:18:00.474813	[-0.04634509  0.80117331  2.79758672]	[ 0.26601666  0.44708486 33.80896402]	[-0.03415478  0.75954492  0.62271864]
2024-08-06 15:18:00.879124	[-0.0682213   0.71537971  0.61547368]	[ 0.39382764  0.58926132 50.06797491]	[-0.03357551  0.78135834  0.99137722]
2024-08-06 15:18:01.081516	[-0.08080912  0.67787568  0.62155556]	[ 0.40168283  0.47293152 55.02563674]	[-0.03525096  0.79781122  1.60887929]
2024-08-06 15:18:01.284156	[0.03980827 0.20392092 0.49677778]	[ 0.30775923  0.3553452  44.43107727]	[-0.03606689  0.80470408  1.71835166]
2024-08-06 15:18:01.892522	[0.04018605 0.49113848 2.8896274 ]	[ 0.20587929  0.21834023 33.40102193]	[-0.03946672  0.78481787  1.6756055 ]
2024-08-06 15:18:02.247186	[ 0.06278462  0.93241191 32.72523204]	[ 0.32989707  0.41130692 41.69225131]	[-0.03831006  0.81957557  1.75778313]
2024-08-06 15:18:02.398675	[ 0.04904576  0.92127226 25.06018551]	[ 0.38403616  0.32200996 56.09666831]	[-0.0411415   0.87223447  2.25187309]
2024-08-06 15:18:02.600640	[ 0.07970287  0.93588828 33.36987127]	[ 0.44391912  0.13462537 53.30659393]	[-0.03942762  0.92681987  2.42514283]
2024-08-06 15:18:02.802879	[ 0.09746907  0.95901314 45.76013653]	[ 0.45405562  0.09257219 59.78871932]	[-0.0362186   0.94781735  2.71063719]
2024-08-06 15:18:03.156421	[ 0.10181103  0.94043108 34.21226316]	[4.57811164e-01 5.33821399e-02 5.81538909e+01]	[-0.04387381  0.94190567  2.16043173]
2024-08-06 15:18:03.358734	[ 0.19834089  0.99244992 65.527     ]	[4.62685091e-01 2.83988435e-02 5.80777976e+01]	[-0.03782891  0.94713658  2.02689781]
2024-08-06 15:18:04.268577	[-0.07871981  0.81620042  0.55833333]	[ 0.47361581  0.17269021 43.7306542 ]	[-0.04087058  0.93597694  2.47313817]
2024-08-06 15:18:04.521591	[-0.05644945  0.84457245  1.14870175]	[ 0.45243227  0.20667165 33.30964734]	[-0.04648597  0.89135902  1.91683966]
2024-08-06 15:18:04.774763	[ 0.01973884  0.87311726 10.44944403]	[ 0.43230915  0.22941111 40.26976522]	[-0.05191827  0.83557233  1.27292905]
2024-08-06 15:18:05.482381	[ 0.15943479  0.62981545 28.82600363]	[ 0.34168861  0.14772015 33.26282904]	[-0.03608511  0.8639805   1.85169396]
2024-08-06 15:18:05.634263	[ 0.25056397  0.24864782 47.55115949]	[3.02206547e-01 3.57158570e-02 3.90086690e+01]	[-0.02805928  0.85972791  2.18095902]
2024-08-06 15:18:05.887346	[ 0.29791556 -0.18773869 60.66341328]	[ 0.26266802 -0.10312233 44.75081671]	[-0.02140816  0.88225396  2.33872499]
2024-08-06 15:18:06.089881	[ 0.29151041 -0.12106217 61.69609334]	[ 0.19662274 -0.21590026 32.33209124]	[-0.02282143  0.86048368  1.88924266]
2024-08-06 15:18:06.292153	[ 2.82648351e-01 -2.27327352e-02  5.18919888e+01]	[ 0.1684287  -0.31760882 28.72777905]	[-0.02650246  0.84897835  1.37204837]
2024-08-06 15:18:06.494541	[ 2.54010713e-01 -2.89902491e-02  4.07140441e+01]	[ 0.15601024 -0.31305849 24.98656505]	[-0.03077579  0.81544416  0.81852746]
2024-08-06 15:18:06.696640	[ 0.2634935   0.18711361 31.46145032]	[ 0.15373543 -0.33932671 28.221509  ]	[-0.03710869  0.84622142  0.54600358]
2024-08-06 15:18:06.949912	[ 0.23403862  0.34908671 17.27380557]	[ 0.14466916 -0.31476568 14.11619118]	[-0.04099025  0.84308171  0.56609649]
2024-08-06 15:18:07.204226	[0.223163  0.4209048 1.6810317]	[ 0.14046132 -0.29765812 25.79532087]	[-0.04284898  0.83610776  0.5864595 ]
2024-08-06 15:18:07.407859	[ 0.26105857  0.23637459 12.88175963]	[ 0.13937189 -0.28589466 37.88055119]	[-0.04873468  0.80198255  0.60201864]
2024-08-06 15:18:07.662131	[ 0.23013497  0.40009427 26.12538541]	[ 0.13567969 -0.26575354 42.2533586 ]	[-0.05314904  0.79033337  0.58578837]
2024-08-06 15:18:07.814222	[ 0.28129644  0.17928587 40.15980192]	[ 0.13682691 -0.25315046 39.66650955]	[-0.05536873  0.75693936  0.62308493]
2024-08-06 15:18:08.066756	[ 0.35279083 -0.18674609 57.28647892]	[ 0.13485718 -0.27897432 43.91467236]	[-0.05536873  0.75693936  0.62308493]
2024-08-06 15:18:08.269879	[ 0.366596   -0.22748028 51.67740487]	[ 0.13555235 -0.29168407 31.13106637]	[-0.05208997  0.7409413   0.586033  ]
2024-08-06 15:18:08.523784	[ 0.35269676 -0.15484204 52.33669537]	[ 0.13640507 -0.29920974 24.99195266]	[-0.04410849  0.76963544  0.59371834]
2024-08-06 15:18:08.726900	[ 0.41939036 -0.27016419 43.47657521]	[ 0.14009911 -0.34287767 26.55364182]	[-0.04364806  0.82461327  4.30780207]
2024-08-06 15:18:08.930075	[ 0.43632655 -0.33806611 43.74129022]	[ 0.13705981 -0.37642662 14.97360868]	[-0.04620497  0.85064978  4.63828232]
2024-08-06 15:18:09.132742	[ 0.43870348 -0.32021615 43.52885334]	[ 0.1413299  -0.37655725 23.70276003]	[-0.04718238  0.86109056  6.47176507]
2024-08-06 15:18:09.284984	[ 0.43865326 -0.32109326 45.79701375]	[ 0.14566091 -0.3847757  34.99347705]	[-0.04790679  0.87123289 15.77248455]
2024-08-06 15:18:09.487868	[ 0.44353716 -0.42215762 41.20136517]	[ 0.14417796 -0.39685866 32.58855678]	[-0.05272145  0.88780993 25.54654043]
2024-08-06 15:18:09.691050	[ 0.43330416 -0.44622995 48.4877173 ]	[ 0.14377411 -0.3681865  36.46584199]	[-0.05116445  0.86633728 22.45858644]
2024-08-06 15:18:09.843833	[ 0.41971835 -0.51500359 39.63493954]	[ 0.14277125 -0.34842112 35.79767359]	[-0.04671552  0.86583146 25.91883226]
2024-08-06 15:18:10.046386	[ 0.39561523 -0.52720155 30.43421464]	[ 0.13978541 -0.32854054 27.11577721]	[-0.04861699  0.83803542 26.42006867]
2024-08-06 15:18:10.248772	[ 0.38165639 -0.52622461 33.25759969]	[ 0.1358096  -0.31272044 16.13904078]	[-0.04999265  0.81963464 15.59207221]
2024-08-06 15:18:10.400639	[ 0.34340732 -0.37135102 21.43910216]	[ 0.13476241 -0.31723227  6.1239066 ]	[-0.05137444  0.80854048  3.55656315]
2024-08-06 15:18:10.552585	[ 0.30508781 -0.23545227 20.67484333]	[ 0.13521239 -0.3422196   6.5919342 ]	[-0.05264639  0.83440898  3.23480223]
2024-08-06 15:18:10.755096	[ 0.25349693  0.07901166 20.30858202]	[ 0.13961271 -0.36711436  6.94766948]	[-0.05012307  0.85151865  1.82411565]
2024-08-06 15:18:11.008318	[ 0.24114264  0.16309306 17.78882479]	[ 0.13891431 -0.36980067  6.17473727]	[-0.04854986  0.87962774  1.9852336 ]
2024-08-06 15:18:11.160251	[ 0.25861367  0.10299363 23.97783161]	[ 0.14347637 -0.34413741  5.46266654]	[-0.04205893  0.86600752  0.61430552]
2024-08-06 15:18:11.362636	[ 0.29729126 -0.04996416 36.99704415]	[ 0.14494462 -0.32903622  5.29286003]	[-0.03816685  0.85688161  0.61456085]
2024-08-06 15:18:11.615723	[ 0.33302211 -0.15189502 30.27876723]	[ 0.14717139 -0.32361851  5.04951657]	[-0.03515671  0.84425291  0.61599849]
2024-08-06 15:18:11.818410	[ 0.40257052 -0.4527686  43.96853647]	[ 0.14986321 -0.32866969  4.76167696]	[-0.02474861  0.85677109  0.98789555]
2024-08-06 15:18:11.970632	[ 0.43086828 -0.44858171 58.72709768]	[ 0.14301718 -0.34840007  3.89153336]	[-0.02211564  0.86132978  1.41247167]
2024-08-06 15:18:12.223701	[ 0.4569349  -0.52501202 59.47314714]	[ 0.12997229 -0.40562957  4.0020001 ]	[-0.02621776  0.86340931  3.03874109]
2024-08-06 15:18:12.476675	[ 0.45707763 -0.49833349 56.98776261]	[ 0.11609983 -0.43881754  3.08894879]	[-0.02396458  0.88303671  3.76038762]
2024-08-06 15:18:12.679248	[ 0.46421464 -0.47025196 64.93752632]	[ 0.09941557 -0.47431932  2.14923538]	[-0.02258525  0.90127142  4.4849672 ]
2024-08-06 15:18:12.831173	[ 0.46643827 -0.49945505 64.327     ]	[ 0.08015015 -0.48166338  1.31330286]	[-0.03241816  0.89770707  4.65955032]
2024-08-06 15:18:13.284950	[-0.1007052   0.74850694  0.57633333]	[ 0.074225   -0.51028789  1.28048399]	[-0.0316101   0.91215663  3.62993982]
